disasterNumber,programTypeCode,programTypeDescription,stateCode,stateName,placeCode,placeName,designatedDate,placeName,4520,4477,4459,4402,4383,4343,4288,4276,4141,4076,1966,1944,1933,1768,1719,1526,1432,1429,1369,1332,1284,1238,1236,1180,1131,994,964,963,959,912,877,874,775,770,710,626,559,496,482,431,376,352,264,260,192,Total Disaster Declarations
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99001,Adams (County),2021-08-05T00:00:00.000Z,Adams (County),1,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99003,Ashland (County),2021-08-05T00:00:00.000Z,Ashland (County),1,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,20
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99005,Barron (County),2021-08-05T00:00:00.000Z,Barron (County),1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99007,Bayfield (County),2021-08-05T00:00:00.000Z,Bayfield (County),1,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99009,Brown (County),2021-08-05T00:00:00.000Z,Brown (County),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,7
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99011,Buffalo (County),2021-08-05T00:00:00.000Z,Buffalo (County),1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,2,22
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99013,Burnett (County),2021-08-05T00:00:00.000Z,Burnett (County),1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99015,Calumet (County),2021-08-05T00:00:00.000Z,Calumet (County),1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,14
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99017,Chippewa (County),2021-08-05T00:00:00.000Z,Chippewa (County),1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,12
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99019,Clark (County),2021-08-05T00:00:00.000Z,Clark (County),1,0,2,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99021,Columbia (County),2021-08-05T00:00:00.000Z,Columbia (County),1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99023,Crawford (County),2021-08-05T00:00:00.000Z,Crawford (County),1,0,0,2,0,2,2,0,2,0,0,0,0,2,2,2,0,0,2,3,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,2,37
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99025,Dane (County),2021-08-05T00:00:00.000Z,Dane (County),1,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,3,0,0,0,0,0,2,0,1,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,23
4520,HM,HM - Hazard Mitigation,WI,Wisconsin                     ,99027,Dodge (County),2021-08-05T00:00:00.000Z,Dodge (County),1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,15
